description,tags,title
"Uber didn't start out with grand ambitions to cut congestion and pollution. But as the company took off, co-founder Travis Kalanick wondered if there was a way to get people using Uber along the same routes to share rides, reducing costs and carbon footprint along the way. The result: uberPOOL, the company's carpooling service, which in its first eight months took 7.9 million miles off the roads and 1,400 metric tons of carbon dioxide out of the air in Los Angeles. Now, Kalanick says carpooling could work for commuters in the suburbs, too. ""With the technology in our pockets today, and a little smart regulation,"" he says, ""we can turn every car into a shared car, and we can reclaim our cities starting today.""","['Brand', 'Internet', 'business', 'cars', 'china', 'cities', 'driverless cars', 'economics', 'entrepreneur', 'environment', 'future', 'green', 'india', 'innovation', 'invention', 'investment', 'mobility', 'pollution', 'potential', 'society', 'software', 'sustainability', 'technology', 'transportation', 'web']",Uber's plan to get more people into fewer cars
"We're raising our girls to be perfect, and we're raising our boys to be brave, says Reshma Saujani, the founder of Girls Who Code. Saujani has taken up the charge to socialize young girls to take risks and learn to program -- two skills they need to move society forward. To truly innovate, we cannot leave behind half of our population, she says. ""I need each of you to tell every young woman you know to be comfortable with imperfection.""","['children', 'code', 'computers', 'education', 'future', 'inequality', 'innovation', 'motivation', 'personal growth', 'potential', 'programming', 'social change', 'software', 'teaching', 'women']","Teach girls bravery, not perfection"
"What if we could grow delicious, nutrient-dense food, indoors anywhere in the world? Caleb Harper, director of the Open Agriculture Initiative at the MIT Media Lab, wants to change the food system by connecting growers with technology. Get to know Harper's ""food computers"" and catch a glimpse of what the future of farming might look like.","['Vaccines', 'agriculture', 'biomechanics', 'biotech', 'botany', 'chemistry', 'climate change', 'collaboration', 'data', 'design', 'ebola', 'ecology', 'education', 'engineering', 'environment', 'food', 'future', 'garden', 'green', 'innovation', 'nature', 'open-source', 'potential', 'science', 'software', 'sustainability', 'technology', 'virus', 'water']",This computer will grow your food in the future
"Hundreds of meters below the surface of the ocean, Laura Robinson probes the steep slopes of massive undersea mountains. She's on the hunt for thousand-year-old corals that she can test in a nuclear reactor to discover how the ocean changes over time. By studying the history of the earth, Robinson hopes to find clues of what might happen in the future.","['TEDx', 'adventure', 'ancient world', 'animals', 'beauty', 'biodiversity', 'biology', 'chemistry', 'climate change', 'ecology', 'environment', 'exploration', 'future', 'history', 'life', 'nature', 'oceans', 'science', 'water']",The secrets I find on the mysterious ocean floor
"Simple solutions are often best, even when dealing with something as complicated as Parkinson's. In this inspiring talk, Mileha Soneji shares accessible designs that make the everyday tasks of those living with Parkinson's a bit easier. ""Technology is not always it,"" she says. ""What we need are human-centered solutions.""","['TEDx', 'creativity', 'curiosity', 'design', 'empathy', 'family', 'illusion', 'india', 'innovation', 'invention', 'mobility', 'motivation', 'product design', 'simplicity']",Simple hacks for life with Parkinson's
"Deep in the Himalayas, on the border between China and India, lies the Kingdom of Bhutan, which has pledged to remain carbon neutral for all time. In this illuminating talk, Bhutan's Prime Minister Tshering Tobgay shares his country's mission to put happiness before economic growth and set a world standard for environmental preservation.","['Buddhism', 'alternative energy', 'beauty', 'big problems', 'climate change', 'democracy', 'ecology', 'economics', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'happiness', 'humanity', 'innovation', 'nature', 'pollution', 'sustainability', 'trees', 'world cultures']",This country isn't just carbon neutral -- it's carbon negative
"What do you do when your firmly held beliefs turn out not to be true? When Casey Gerald's religion failed him, he searched for something new to believe in -- in business, in government, in philanthropy -- but found only false saviors. In this moving talk, Gerald urges us all to question our beliefs and embrace uncertainty.","['God', 'big problems', 'business', 'capitalism', 'community', 'education', 'faith', 'inequality', 'social change', 'society']",The gospel of doubt
"Joe Gebbia, the co-founder of Airbnb, bet his whole company on the belief that people can trust each other enough to stay in one another's homes. How did he overcome the stranger-danger bias? Through good design. Now, 123 million hosted nights (and counting) later, Gebbia sets out his dream for a culture of sharing in which design helps foster community and connection instead of isolation and separation.","['behavioral economics', 'business', 'collaboration', 'community', 'culture', 'design', 'economics', 'entrepreneur', 'future', 'innovation', 'potential', 'privacy', 'product design', 'social change', 'technology', 'trust', 'urban planning']",How Airbnb designs for trust
"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.","['Internet', 'brain', 'choice', 'comedy', 'decision-making', 'entertainment', 'goal-setting', 'humor', 'mind', 'online video', 'productivity', 'time', 'visualizations', 'work', 'writing']",Inside the mind of a master procrastinator
"We don't have to live in a world where 99 percent of rapists get away with it, says TED Fellow Jessica Ladd. With Callisto, a new platform for college students to confidentially report sexual assault, Ladd is helping survivors get the support and justice they deserve while respecting their privacy concerns. ""We can create a world where there's a real deterrent to violating the rights of another human being,"" she says.","['TED Fellows', 'activism', 'big problems', 'crime', 'design', 'innovation', 'interface design', 'product design', 'sexual violence', 'social change', 'software', 'violence', 'women']",The reporting system that sexual assault survivors want
"Conservatives and liberals both believe that they alone are motivated by love while their opponents are motivated by hate. How can we solve problems with so much polarization? In this talk, social scientist Arthur Brooks shares ideas for what we can each do as individuals to break the gridlock. ""We might just be able to take the ghastly holy war of ideology that we're suffering under and turn it into a competition of ideas,"" he says.","['Debate', 'big problems', 'business', 'capitalism', 'collaboration', 'community', 'democracy', 'economics', 'global issues', 'government', 'identity', 'philosophy', 'policy', 'politics', 'psychology', 'social change', 'society']",A conservative's plea: Let's work together
"What if technology could connect us more deeply with our surroundings instead of distracting us from the real world? With the Meta 2, an augmented reality headset that makes it possible for users to see, grab and move holograms just like physical objects, Meron Gribetz hopes to extend our senses through a more natural machine. Join Gribetz as he takes the TED stage to demonstrate the reality-shifting Meta 2 for the first time. (Featuring Q&A with TED Curator Chris Anderson)","['Senses', 'augmented reality', 'brain', 'computers', 'creativity', 'cyborg', 'demo', 'design', 'engineering', 'entrepreneur', 'innovation', 'interface design', 'invention', 'neuroscience', 'potential', 'prediction', 'product design', 'technology', 'visualizations']",A glimpse of the future through an augmented reality headset
"When a kid commits a crime, the US justice system has a choice: prosecute to the full extent of the law, or take a step back and ask if saddling young people with criminal records is the right thing to do every time. In this searching talk, Adam Foss, a prosecutor with the Suffolk County District Attorney's Office in Boston, makes his case for a reformed justice system that replaces wrath with opportunity, changing people's lives for the better instead of ruining them.","['Criminal Justice', 'big problems', 'choice', 'compassion', 'decision-making', 'education', 'government', 'inequality', 'law', 'policy', 'race', 'social change', 'society']",A prosecutor's vision for a better justice system
"If you've taken a career break and are now looking to return to the workforce, would you consider taking an internship? Career reentry expert Carol Fishman Cohen thinks you should. In this talk, hear about Cohen's own experience returning to work after a career break, her work championing the success of ""relaunchers"" and how employers are changing how they engage with return-to-work talent.","['TEDx', 'business', 'culture', 'economics', 'personal growth', 'success', 'work', 'work-life balance']",How to get back to work after a career break
"Camels are so well adapted to the desert that it's hard to imagine them living anywhere else. But what if we have them pegged all wrong? What if those big humps, feet and eyes were evolved for a different climate and a different time? In this talk, join Radiolab's Latif Nasser as he tells the surprising story of how a very tiny, very strange fossil upended the way he sees camels, and the world. This talk comes from the PBS special ""TED Talks: Science & Wonder.""","['ancient world', 'animals', 'biology', 'curiosity', 'ecology', 'environment', 'evolution', 'history', 'life', 'nature', 'paleontology', 'science']",You have no idea where camels really come from
"What can a young woman with an idea, an Internet connection and a bit of creativity achieve? That's all Siyanda Mohutsiwa needed to unite young African voices in a new way. Hear how Mohutsiwa and other young people across the continent are using social media to overcome borders and circumstance, accessing something they have long had to violently take: a voice.","['Africa', 'Internet', 'community', 'democracy', 'future', 'global development', 'global issues', 'government', 'identity', 'politics', 'potential']",How young Africans found a voice on Twitter
"Explore a speculative digital world without screens in this fanciful demo, a mix of near reality and far-future possibility. Wearing the HoloLens headset, Alex Kipman demos his vision for bringing 3D holograms into the real world, enhancing our perceptions so that we can touch and feel digital content. Featuring Q&A with TED's Helen Walters.","['NASA', 'communication', 'computers', 'creativity', 'design', 'engineering', 'exploration', 'future', 'innovation', 'interface design', 'invention', 'microsoft', 'potential', 'prediction', 'product design', 'technology', 'visualizations']",A futuristic vision of the age of holograms
"Angélica Dass's photography challenges how we think about skin color and ethnic identity. In this personal talk, hear about the inspiration behind her portrait project, Humanæ, and her pursuit to document humanity's true colors rather than the untrue white, red, black and yellow associated with race.","['Brazil', 'Slavery', 'art', 'beauty', 'community', 'creativity', 'culture', 'design', 'global issues', 'humanity', 'identity', 'photography', 'race', 'social change', 'society', 'visualizations']",The beauty of human skin in every color
"It doesn't matter whether you love or hate guns; it's obvious that the US would be a safer place if there weren't thousands of them sold every day without background checks. Dan Gross, president of the Brady Campaign to Prevent Gun Violence, makes a passionate, personal appeal for something that more than 90 percent of Americans want: background checks for all gun sales. ""For every great movement around the world, there's a moment where you can look back and say, 'That's when things really started to change,'"" Gross says. ""For the movement to end gun violence in America, that moment is here.""","['Debate', 'Guns', 'activism', 'big problems', 'children', 'choice', 'community', 'future', 'goal-setting', 'government', 'law', 'marketing', 'parenting', 'policy', 'social change', 'violence']",Why gun violence can't be our new normal
"If we hope to one day leave Earth and explore the universe, our bodies are going to have to get a lot better at surviving the harsh conditions of space. Using synthetic biology, Lisa Nip hopes to harness special powers from microbes on Earth -- such as the ability to withstand radiation -- to make humans more fit for exploring space. ""We're approaching a time during which we'll have the capacity to decide our own genetic destiny,"" Nip says. ""Augmenting the human body with new abilities is no longer a question of how, but of when.""","['Planets', 'TEDx', 'astrobiology', 'bacteria', 'biology', 'engineering', 'environment', 'evolution', 'exploration', 'future', 'innovation', 'intelligence', 'microbiology', 'nature', 'potential', 'science']",How humans could evolve to survive in space
"Is it possible to run a company and reinvent it at the same time? For business strategist Knut Haanaes, the ability to innovate after becoming successful is the mark of a great organization. He shares insights on how to strike a balance between perfecting what we already know and exploring totally new ideas -- and lays out how to avoid two major strategy traps.","['business', 'creativity', 'curiosity', 'goal-setting', 'innovation', 'leadership', 'motivation', 'potential', 'success', 'work']",Two reasons companies fail -- and how to avoid them
"How do creative people come up with great ideas? Organizational psychologist Adam Grant studies ""originals"": thinkers who dream up new ideas and take action to put them into the world. In this talk, learn three unexpected habits of originals -- including embracing failure. ""The greatest originals are the ones who fail the most, because they're the ones who try the most,"" Grant says. ""You need a lot of bad ideas in order to get a few good ones.""","['business', 'creativity', 'curiosity', 'decision-making', 'exploration', 'failure', 'innovation', 'invention', 'leadership', 'motivation', 'personal growth', 'potential', 'success', 'work']",The surprising habits of original thinkers
"Haley Van Dyck is transforming the way America delivers critical services to everyday people. At the United States Digital Service, Van Dyck and her team are using lessons learned by Silicon Valley and the private sector to improve services for veterans, immigrants, the disabled and others, creating a more awesome government along the way. ""We don't care about politics,"" she says. ""We care about making government work better, because it's the only one we've got.""","['Internet', 'big problems', 'code', 'future', 'government', 'health care', 'innovation', 'potential', 'programming', 'society', 'technology']",How a start-up in the White House is changing business as usual
"""I want you to reimagine how life is organized on earth,"" says global strategist Parag Khanna. As our expanding cities grow ever more connected through transportation, energy and communications networks, we evolve from geography to what he calls ""connectography."" This emerging global network civilization holds the promise of reducing pollution and inequality -- and even overcoming geopolitical rivalries. In this talk, Khanna asks us to embrace a new maxim for the future: ""Connectivity is destiny.""","['Internet', 'big problems', 'collaboration', 'communication', 'community', 'economics', 'engineering', 'environment', 'future', 'global development', 'global issues', 'government', 'green', 'history', 'humanity', 'inequality', 'infrastructure', 'innovation', 'investment', 'map', 'mobility', 'policy', 'politics', 'pollution', 'potential', 'social change', 'society', 'transportation', 'urban planning', 'visualizations', 'war', 'world cultures']",How megacities are changing the map of the world
"Danielle Feinberg, Pixar's director of photography, creates stories with soul and wonder using math, science and code. Go behind the scenes of Finding Nemo, Toy Story, Brave, WALL-E and more, and discover how Pixar interweaves art and science to create fantastic worlds where the things you imagine can become real. This talk comes from the PBS special ""TED Talks: Science & Wonder.""","['art', 'beauty', 'code', 'computers', 'design', 'entertainment', 'film', 'magic', 'movies', 'programming', 'science', 'technology', 'visualizations']",The magic ingredient that brings Pixar movies to life
"Something massive, with roughly 1,000 times the area of Earth, is blocking the light coming from a distant star known as KIC 8462852, and nobody is quite sure what it is. As astronomer Tabetha Boyajian investigated this perplexing celestial object, a colleague suggested something unusual: Could it be an alien-built megastructure? Such an extraordinary idea would require extraordinary evidence. In this talk, Boyajian gives us a look at how scientists search for and test hypotheses when faced with the unknown.","['NASA', 'Planets', 'astronomy', 'exploration', 'extraterrestrial life', 'nature', 'science', 'technology', 'telescopes', 'universe']",The most mysterious star in the universe
"On April 3, 2016 we saw the largest data leak in history. The Panama Papers exposed rich and powerful people hiding vast amounts of money in offshore accounts. But what does it all mean? We called Robert Palmer of Global Witness to find out.","['activism', 'big problems', 'business', 'corruption', 'economics', 'global issues', 'government', 'identity', 'inequality', 'investment', 'law', 'money', 'news', 'poverty']",The Panama Papers exposed a huge global problem. What's next?
"Linus Torvalds transformed technology twice -- first with the Linux kernel, which helps power the Internet, and again with Git, the source code management system used by developers worldwide. In a rare interview with TED Curator Chris Anderson, Torvalds discusses with remarkable openness the personality traits that prompted his unique philosophy of work, engineering and life. ""I am not a visionary, I'm an engineer,"" Torvalds says. ""I'm perfectly happy with all the people who are walking around and just staring at the clouds ... but I'm looking at the ground, and I want to fix the pothole that's right in front of me before I fall in.""","['Internet', 'code', 'communication', 'computers', 'data', 'engineering', 'interview', 'invention', 'programming', 'technology', 'web']",The mind behind Linux
"Hugh Evans started a movement that mobilizes ""global citizens,"" people who self-identify first and foremost not as members of a state, nation or tribe but as members of the human race. In this uplifting and personal talk, learn more about how this new understanding of our place in the world is galvanizing people to take action in the fights against extreme poverty, climate change, gender inequality and more. ""These are ultimately global issues,"" Evans says, ""and they can only be solved by global citizens demanding global solutions from their leaders.""","['activism', 'big problems', 'climate change', 'collaboration', 'communication', 'community', 'future', 'global issues', 'government', 'humanity', 'identity', 'inequality', 'policy', 'politics', 'social change', 'social media']",What does it mean to be a citizen of the world?
"It sounds like science fiction, but journalist Stephen Petranek considers it fact: within 20 years, humans will live on Mars. In this provocative talk, Petranek makes the case that humans will become a spacefaring species and describes in fascinating detail how we'll make Mars our next home. ""Humans will survive no matter what happens on Earth,"" Petranek says. ""We will never be the last of our kind.""","['Mars', 'NASA', 'TED Books', 'architecture', 'climate change', 'engineering', 'environment', 'exploration', 'future', 'global issues', 'humanity', 'industrial design', 'invention', 'life', 'population', 'potential', 'prediction', 'rocket science', 'science', 'solar system', 'space', 'technology', 'transportation']",Your kids might live on Mars. Here's how they'll survive
"Cancer is a very clever, adaptable disease. To defeat it, says medical researcher and educator Paula Hammond, we need a new and powerful mode of attack. With her colleagues at MIT, Hammond engineered a nanoparticle one-hundredth the size of a human hair that can treat the most aggressive, drug-resistant cancers. Learn more about this molecular superweapon and join Hammond's quest to fight a disease that affects us all.","['big problems', 'biomechanics', 'biotech', 'cancer', 'disease', 'engineering', 'genetics', 'health', 'invention', 'medical research', 'medicine', 'microbiology', 'nanoscale', 'science', 'technology']",A new superweapon in the fight against cancer
"""Great dreams aren't just visions,"" says Astro Teller, ""They're visions coupled to strategies for making them real."" The head of X (formerly Google X), Teller takes us inside the ""moonshot factory,"" as it's called, where his team seeks to solve the world's biggest problems through experimental projects like balloon-powered Internet and wind turbines that sail through the air. Find out X's secret to creating an organization where people feel comfortable working on big, risky projects and exploring audacious ideas.","['big problems', 'collaboration', 'creativity', 'design', 'engineering', 'exploration', 'failure', 'future', 'global issues', 'invention', 'leadership', 'motivation', 'potential', 'product design', 'technology']",The unexpected benefit of celebrating failure
"""Copy editing for The New Yorker is like playing shortstop for a Major League Baseball team -- every little movement gets picked over by the critics,"" says Mary Norris, who has played the position for more than thirty years. In that time, she's gotten a reputation for sternness and for being a ""comma maniac,"" but this is unfounded, she says. Above all, her work is aimed at one thing: making authors look good. Explore The New Yorker's distinctive style with the person who knows it best in this charming talk.","['communication', 'composing', 'grammar', 'journalism', 'language', 'storytelling', 'writing']",The nit-picking glory of The New Yorker's Comma Queen
"What would you do if your job was to save the planet? When Christiana Figueres was tapped by the UN to lead the Paris climate conference (COP 21) in December 2015, she reacted the way many people would: she thought it would be impossible to bring the leaders of 195 countries into agreement on how to slow climate change. Find out how she turned her skepticism into optimism -- and helped the world achieve the most important climate agreement in history.","['alternative energy', 'big problems', 'climate change', 'collaboration', 'ebola', 'environment', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'green', 'history', 'humanity', 'innovation', 'law', 'leadership', 'motivation', 'nature', 'pollution', 'population', 'potential', 'security', 'social change', 'society', 'solar energy', 'technology']",The inside story of the Paris climate agreement
"There's no single formula for a great talk, but there is a secret ingredient that all the best ones have in common. TED curator Chris Anderson shares this secret -- along with four ways to make it work for you. Do you have what it takes to share an idea worth spreading?","['brain', 'communication', 'language', 'mind', 'speech']",TED's secret to great public speaking
"As different as we humans are from one another, we all age along the same great sequence, and the shared patterns of our lives pass into the pages of the books we love. In this moving talk, journalist Joshua Prager explores the stages of life through quotations from Norman Mailer, Joyce Carol Oates, William Trevor and other great writers, set to visualizations by graphic designer Milton Glaser. ""Books tell us who we've been, who we are, who we will be, too,"" Prager says.","['aging', 'books', 'humanity', 'identity', 'journalism', 'language', 'life', 'meditation', 'storytelling', 'writing']",Wisdom from great writers on every year of life
"For four billion years, what lived and died on Earth depended on two principles: natural selection and random mutation. Then humans came along and changed everything — hybridizing plants, breeding animals, altering the environment and even purposefully evolving ourselves. Juan Enriquez provides five guidelines for a future where this ability to program life rapidly accelerates. ""This is the single most exciting adventure human beings have been on,"" Enriquez says. ""This is the single greatest superpower humans have ever had.""","['DNA', 'biodiversity', 'biology', 'brain', 'conservation', 'environment', 'evolution', 'future', 'genetics', 'global issues', 'history', 'humanity', 'life', 'nature', 'potential', 'science', 'sustainability']",We can reprogram life. How to do it wisely
"It's true: talking about menstruation makes many people uncomfortable. And that taboo has consequences: in India, three out of every 10 girls don't even know what menstruation is at the time of their first period, and restrictive customs related to periods inflict psychological damage on young girls. Growing up with this taboo herself, Aditi Gupta knew she wanted to help girls, parents and teachers talk about periods comfortably and without shame. She shares how she did it.","['activism', 'books', 'children', 'communication', 'education', 'family', 'health', 'parenting', 'visualizations', 'women']",A taboo-free way to talk about periods
What happens when you discover a dinosaur? Paleontologist Kenneth Lacovara details his unearthing of Dreadnoughtus -- a 77-million-year-old sauropod that was as tall as a two-story house and as heavy as a jumbo jet -- and considers how amazingly improbable it is that a tiny mammal living in the cracks of the dinosaur world could evolve into a sentient being capable of understanding these magnificent creatures. Join him in a celebration of the Earth's geological history and contemplate our place in deep time.,"['TED Books', 'adventure', 'ancient world', 'animals', 'asteroid', 'dinosaurs', 'environment', 'exploration', 'geology', 'history', 'humanity', 'nature', 'paleontology', 'science', 'universe']",Hunting for dinosaurs showed me our place in the universe
"Trust: How do you earn it? Banks use credit scores to determine if you're trustworthy, but there are about 2.5 billion people around the world who don't have one to begin with -- and who can't get a loan to start a business, buy a home or otherwise improve their lives. Hear how TED Fellow Shivani Siroya is unlocking untapped purchasing power in the developing world with InVenture, a start-up that uses mobile data to create a financial identity. ""With something as simple as a credit score,"" says Siroya, ""we're giving people the power to build their own futures.""","['TED Fellows', 'business', 'community', 'economics', 'finance', 'identity', 'innovation', 'invention', 'microfinance', 'mobility', 'money', 'potential', 'society', 'technology']",A smart loan for people with no credit history (yet)
"Artist R. Luke DuBois makes unique portraits of presidents, cities, himself and even Britney Spears using data and personality. In this talk, he shares nine projects -- from maps of the country built using information taken from millions of dating profiles to a gun that fires a blank every time a shooting is reported in New Orleans. His point: the way we use technology reflects on us and our culture, and we reduce others to data points at our own peril.","['Internet', 'algorithm', 'art', 'composing', 'computers', 'creativity', 'culture', 'data', 'identity', 'illusion', 'map', 'media', 'performance art', 'society', 'software', 'time', 'visualizations']",Insightful human portraits made from data
"When Ameera Harouda hears the sounds of bombs or shells, she heads straight towards them. ""I want to be there first because these stories should be told,"" says Gaza's first female ""fixer,"" a role that allows her to guide journalists into chaotic, war zone scenarios in her home country, which she still loves despite its terrible situation. Find out what motivates Harouda to give a voice to Gaza's human suffering in this unforgettable talk.","['choice', 'communication', 'fear', 'film', 'journalism', 'media', 'poverty', 'security', 'violence', 'war', 'women']",Why I put myself in danger to tell the stories of Gaza
"Will we do whatever it takes to fight climate change? Back in 2008, following the global financial crisis, governments across the world adopted a ""whatever it takes"" commitment to monetary recovery, issuing $250 billion worth of international currency to stem the collapse of the economy. In this delightfully wonky talk, financial expert Michael Metcalfe suggests we can use that very same unconventional monetary tool to fund a global commitment to a green future.","['big problems', 'business', 'climate change', 'economics', 'environment', 'finance', 'future', 'global issues', 'government', 'money', 'policy', 'pollution', 'sustainability']",A provocative way to finance the fight against climate change
"Secrets, disease and beauty are all written in the human genome, the complete set of genetic instructions needed to build a human being. Now, as scientist and entrepreneur Riccardo Sabatini shows us, we have the power to read this complex code, predicting things like height, eye color, age and even facial structure -- all from a vial of blood. And soon, Sabatini says, our new understanding of the genome will allow us to personalize treatments for diseases like cancer. We have the power to change life as we know it. How will we use it?","['DNA', 'biology', 'biotech', 'choice', 'complexity', 'disease', 'future', 'genetics', 'health', 'humanity', 'identity', 'machine learning', 'medical research', 'medicine', 'nature', 'potential', 'science', 'technology']",How to read the genome and build a human being
"After Sarah Gray's unborn son Thomas was diagnosed with anencephaly, a terminal condition, she decided to turn her family's tragedy into an extraordinary gift and donate his organs to scientific research. In this tribute to life and discovery, she shares her journey to find meaning in loss and spreads a message of hope for other grieving families.","['TEDMED', 'children', 'choice', 'death', 'decision-making', 'family', 'life', 'medical research', 'medicine', 'parenting', 'science']",How my son's short life made a lasting difference
"In this ode to design renegades, Alice Rawsthorn highlights the work of unlikely heroes, from Blackbeard to Florence Nightingale. Drawing a line from these bold thinkers to some early modern visionaries like Buckminster Fuller, Rawsthorn shows how the greatest designers are often the most rebellious.","['communication', 'design', 'future', 'history', 'innovation', 'journalism', 'product design', 'public health', 'sanitation']","Pirates, nurses and other rebel designers"
"What are your dreams? Better yet, what are your broken dreams? Dan Pallotta dreams of a time when we are as excited, curious and scientific about the development of our humanity as we are about the development of our technology. ""What we fear most is that we will be denied the opportunity to fulfill our true potential,"" Pallotta says. ""Imagine living in a world where we simply recognize that deep, existential fear in one another -- and love one another boldly because we know that to be human is to live with that fear.""","['activism', 'big problems', 'collaboration', 'communication', 'community', 'empathy', 'identity', 'personal growth', 'potential', 'self', 'social change', 'society', 'technology']",The dream we haven't dared to dream
"Science fiction writer Monica Byrne imagines rich worlds populated with characters who defy our racial, social and gender stereotypes. In this performance, Byrne appears as a hologram named Pilar, transmitting a story of love and loss back to us from a near future when humans have colonized the universe. ""It's always funny what you think the future is going to be like versus what it turns out to be,"" she says.","['adventure', 'aging', 'beauty', 'communication', 'death', 'entertainment', 'exploration', 'future', 'humanity', 'identity', 'literature', 'performance', 'relationships', 'space', 'storytelling', 'universe', 'visualizations']",A sci-fi vision of love from a 318-year-old hologram
"Virtual reality is no longer part of some distant future, and it's not just for gaming and entertainment anymore. Michael Bodekaer wants to use it to make quality education more accessible. In this refreshing talk, he demos an idea that could revolutionize the way we teach science in schools.","['TEDx', 'collaboration', 'demo', 'education', 'entrepreneur', 'future', 'innovation', 'interface design', 'invention', 'potential', 'product design', 'science', 'technology', 'virtual reality', 'visualizations']",This virtual lab will revolutionize science class
"CRISPR gene drives allow scientists to change sequences of DNA and guarantee that the resulting edited genetic trait is inherited by future generations, opening up the possibility of altering entire species forever. More than anything, the technology has led to questions: How will this new power affect humanity? What are we going to use it to change? Are we gods now? Join journalist Jennifer Kahn as she ponders these questions and shares a potentially powerful application of gene drives: the development of disease-resistant mosquitoes that could knock out malaria and Zika.","['Bioethics', 'CRISPR', 'DNA', 'Debate', 'biotech', 'choice', 'disease', 'engineering', 'future', 'genetics', 'health', 'humanity', 'innovation', 'journalism', 'life', 'morality', 'potential', 'public health', 'science', 'society', 'technology']",Gene editing can now change an entire species -- forever
"Neuroscientist Uri Hasson researches the basis of human communication, and experiments from his lab reveal that even across different languages, our brains show similar activity, or become ""aligned,"" when we hear the same idea or story. This amazing neural mechanism allows us to transmit brain patterns, sharing memories and knowledge. ""We can communicate because we have a common code that presents meaning,"" Hasson says.","['brain', 'cognitive science', 'collaboration', 'communication', 'language', 'mind', 'neuroscience', 'science', 'speech']",This is your brain on communication
"Conceptual artist and TED Fellow Sanford Biggers uses painting, sculpture, video and performance to spark challenging conversations about the history and trauma of black America. Join him as he details two compelling works and shares the motivation behind his art. ""Only through more thoughtful dialogue about history and race can we evolve as individuals and society,"" Biggers says.","['Africa', 'Buddhism', 'Slavery', 'TED Fellows', 'activism', 'art', 'beauty', 'creativity', 'culture', 'global issues', 'identity', 'inequality', 'motivation', 'race', 'social change', 'society', 'visualizations']",An artist's unflinching look at racial violence
"What if we could find cancerous tumors years before they can harm us -- without expensive screening facilities or even steady electricity? Physician, bioengineer and entrepreneur Sangeeta Bhatia leads a multidisciplinary lab that searches for novel ways to understand, diagnose and treat human disease. Her target: the two-thirds of deaths due to cancer that she says are fully preventable. With remarkable clarity, she breaks down complex nanoparticle science and shares her dream for a radical new cancer test that could save millions of lives.","['big problems', 'biotech', 'cancer', 'disease', 'future', 'health', 'health care', 'illness', 'innovation', 'life', 'medical research', 'medicine', 'potential', 'science', 'technology']",This tiny particle could roam your body to find tumors
"Are children poor liars? Do you think you can easily detect their lies? Developmental researcher Kang Lee studies what happens physiologically to children when they lie. They do it a lot, starting as young as two years old, and they're actually really good at it. Lee explains why we should celebrate when kids start to lie and presents new lie-detection technology that could someday reveal our hidden emotions.","['body language', 'children', 'communication', 'decision-making', 'intelligence', 'motivation', 'parenting', 'psychology', 'teaching']",Can you really tell if a kid is lying?
"Anyone who has lost a loved one to pancreatic cancer knows the devastating speed with which it can affect an otherwise healthy person. TED Fellow and biomedical entrepreneur Laura Indolfi is developing a revolutionary way to treat this complex and lethal disease: a drug delivery device that acts as a cage at the site of a tumor, preventing it from spreading and delivering medicine only where it's needed. ""We are hoping that one day we can make pancreatic cancer a curable disease,"" she says.","['TED Fellows', 'big problems', 'cancer', 'design', 'disease', 'entrepreneur', 'future', 'health', 'health care', 'illness', 'innovation', 'invention', 'medical research', 'medicine', 'potential', 'product design', 'science']",Good news in the fight against pancreatic cancer
"Sebastian Junger has seen war up close, and he knows the impact that battlefield trauma has on soldiers. But he suggests there's another major cause of pain for veterans when they come home: the experience of leaving the tribal closeness of the military and returning to an alienating and bitterly divided modern society. ""Sometimes, we ask ourselves if we can save the vets,"" Junger says. ""I think the real question is if we can save ourselves."" (This talk comes from the PBS special ""TED Talks: War & Peace,"" which premieres Monday, May 30 at 9 p.m. EST.)","['PTSD', 'culture', 'death', 'depression', 'film', 'humanity', 'journalism', 'life', 'mental health', 'military', 'pain', 'social change', 'violence', 'war']",Our lonely society makes it hard to come home from war
"Everyone has an opinion about how to legislate sex work (whether to legalize it, ban it or even tax it) ... but what do workers themselves think would work best? Activist Juno Mac explains four legal models that are being used around the world and shows us the model that she believes will work best to keep sex workers safe and offer greater self-determination. ""If you care about gender equality or poverty or migration or public health, then sex worker rights matter to you,"" she says. ""Make space for us in your movements."" (Adult themes)","['TEDx', 'activism', 'community', 'empathy', 'feminism', 'global issues', 'government', 'identity', 'inequality', 'law', 'policy', 'sex', 'sexual violence', 'social change', 'society', 'trafficking', 'women']",The laws that sex workers really want
"In the US, the press has a right to publish secret information the public needs to know, protected by the First Amendment. Government surveillance has made it increasingly more dangerous for whistleblowers, the source of virtually every important story about national security since 9/11, to share information. In this concise, informative talk, Freedom of the Press Foundation co-founder and TED Fellow Trevor Timm traces the recent history of government action against individuals who expose crime and injustice and advocates for technology that can help them do it safely and anonymously.","['Internet', 'Surveillance', 'TED Fellows', 'corruption', 'crime', 'government']",How free is our freedom of the press?
